Experiment,Date,Week,Table.no,Sample.ID,Block,Coral.treatment,Algal.treatment,Colony.ID,Reading,Yield
Winter_allelopathy,9/11/22,NA,Table 1,AP-WP-9,9,Acropora pulchra,Winter S punctatus turf,Acropora pulchra 9,523,0.523
Winter_allelopathy,9/11/22,NA,Table 1,PR-C-9,9,Porites rus,Control,Porites rus 9,496,0.496
Winter_allelopathy,9/11/22,NA,Table 1,PR-MN-9,9,Porites rus,Summer S nigricans turf,Porites rus 9,482,0.482
Winter_allelopathy,9/11/22,NA,Table 1,PR-MP-9,9,Porites rus,Summer S punctatus turf,Porites rus 9,568,0.568
Winter_allelopathy,9/11/22,NA,Table 1,PR-WN-9,9,Porites rus,Winter S nigricans turf,Porites rus 9,578,0.578
Winter_allelopathy,9/11/22,NA,Table 1,PR-WP-9,9,Porites rus,Winter S punctatus turf,Porites rus 9,502,0.502
Winter_allelopathy,9/11/22,NA,Table 1,AP-C-10,10,Acropora pulchra,Control,Acropora pulchra 10,562,0.562
Winter_allelopathy,9/11/22,NA,Table 1,AP-MN-10,10,Acropora pulchra,Summer S nigricans turf,Acropora pulchra 10,531,0.531
Winter_allelopathy,9/11/22,NA,Table 1,AP-MP-10,10,Acropora pulchra,Summer S punctatus turf,Acropora pulchra 10,457,0.457
Winter_allelopathy,9/11/22,NA,Table 1,AP-WN-10,10,Acropora pulchra,Winter S nigricans turf,Acropora pulchra 10,400,0.4
Winter_allelopathy,9/11/22,NA,Table 1,AP-WP-10,10,Acropora pulchra,Winter S punctatus turf,Acropora pulchra 10,396,0.396
Winter_allelopathy,9/11/22,NA,Table 1,PR-C-10,10,Porites rus,Control,Porites rus 10,584,0.584
Winter_allelopathy,9/11/22,NA,Table 1,PR-MN-10,10,Porites rus,Summer S nigricans turf,Porites rus 10,456,0.456
Winter_allelopathy,9/11/22,NA,Table 1,PR-MP-10,10,Porites rus,Summer S punctatus turf,Porites rus 10,613,0.613
Winter_allelopathy,9/11/22,NA,Table 1,PR-WN-10,10,Porites rus,Winter S nigricans turf,Porites rus 10,674,0.674
Winter_allelopathy,9/11/22,NA,Table 1,PR-WP-10,10,Porites rus,Winter S punctatus turf,Porites rus 10,638,0.638
Winter_allelopathy,9/11/22,NA,Table 1,AP-C-11,11,Acropora pulchra,Control,Acropora pulchra 11,372,0.372
Winter_allelopathy,9/11/22,NA,Table 1,AP-MN-11,11,Acropora pulchra,Summer S nigricans turf,Acropora pulchra 11,379,0.379
Winter_allelopathy,9/11/22,NA,Table 1,AP-MP-11,11,Acropora pulchra,Summer S punctatus turf,Acropora pulchra 11,491,0.491
Winter_allelopathy,9/11/22,NA,Table 1,AP-WN-11,11,Acropora pulchra,Winter S nigricans turf,Acropora pulchra 11,426,0.426
Winter_allelopathy,9/11/22,NA,Table 1,AP-WP-11,11,Acropora pulchra,Winter S punctatus turf,Acropora pulchra 11,441,0.441
Winter_allelopathy,9/11/22,NA,Table 1,PR-C-11,11,Porites rus,Control,Porites rus 11,472,0.472
Winter_allelopathy,9/11/22,NA,Table 1,PR-MN-11,11,Porites rus,Summer S nigricans turf,Porites rus 11,607,0.607
Winter_allelopathy,9/11/22,NA,Table 1,PR-MP-11,11,Porites rus,Summer S punctatus turf,Porites rus 11,552,0.552
Winter_allelopathy,9/11/22,NA,Table 1,PR-WN-11,11,Porites rus,Winter S nigricans turf,Porites rus 11,456,0.456
Winter_allelopathy,9/11/22,NA,Table 1,PR-WP-11,11,Porites rus,Winter S punctatus turf,Porites rus 11,561,0.561
Winter_allelopathy,9/11/22,NA,Table 1,AP-C-12,12,Acropora pulchra,Control,Acropora pulchra 12,534,0.534
Winter_allelopathy,9/11/22,NA,Table 1,AP-MN-12,12,Acropora pulchra,Summer S nigricans turf,Acropora pulchra 12,450,0.45
Winter_allelopathy,9/11/22,NA,Table 1,AP-MP-12,12,Acropora pulchra,Summer S punctatus turf,Acropora pulchra 12,539,0.539
Winter_allelopathy,9/11/22,NA,Table 1,AP-WN-12,12,Acropora pulchra,Winter S nigricans turf,Acropora pulchra 12,464,0.464
Winter_allelopathy,9/11/22,NA,Table 1,AP-WP-12,12,Acropora pulchra,Winter S punctatus turf,Acropora pulchra 12,421,0.421
Winter_allelopathy,9/11/22,NA,Table 1,PR-C-12,12,Porites rus,Control,Porites rus 12,355,0.355
Winter_allelopathy,9/11/22,NA,Table 1,PR-MN-12,12,Porites rus,Summer S nigricans turf,Porites rus 12,578,0.578
Winter_allelopathy,9/11/22,NA,Table 1,PR-MP-12,12,Porites rus,Summer S punctatus turf,Porites rus 12,594,0.594
Winter_allelopathy,9/11/22,NA,Table 1,PR-WN-12,12,Porites rus,Winter S nigricans turf,Porites rus 12,532,0.532
Winter_allelopathy,9/11/22,NA,Table 1,PR-WP-12,12,Porites rus,Winter S punctatus turf,Porites rus 12,477,0.477
