Coral,Treatment 1,Treatment 2,OTU,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,Trend
Porites,Turf mimic,Sargassum,1905c4d622b81d9d7ab14d059d7f67be,100.0852821,2.8143496,0.947810789,2.969315852,0.002984636,0.034265922,d__Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter]_taeniospiralis_group,Higher in turf mimic
Porites,Empty,Macroalgae mimic,998dc390f28e174035d9a895ac58e0c7,11.64493777,-18.76077903,5.440296097,-3.448484916,0.000563741,0.010048683,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher Macroalgae mimic
Porites,Empty,Amansia,998dc390f28e174035d9a895ac58e0c7,11.64493777,-24.47775762,5.429967005,-4.507901724,6.55E-06,2.40E-04,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Empty,S punctatus,998dc390f28e174035d9a895ac58e0c7,11.64493777,-19.9149865,5.434389059,-3.664622883,0.000247703,0.003819585,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Porites,Macroalgae mimic,Turf mimic,998dc390f28e174035d9a895ac58e0c7,11.64493777,-18.84553286,5.440296097,-3.464063816,0.00053208,0.008359261,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Macroalgae mimic
Porites,Macroalgae mimic,Amansia,2ca8ec42e731c456b9ec0e9bd2eab614,25.98959468,-5.953929505,1.698793669,-3.504798502,0.000456953,0.008014252,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Macroalgae mimic,Sargassum,998dc390f28e174035d9a895ac58e0c7,11.64493777,18.98040807,5.440296097,3.488855705,0.000485093,0.013381874,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Macroalgae mimic
Porites,Macroalgae mimic,S nigricans,998dc390f28e174035d9a895ac58e0c7,11.64493777,19.11578672,5.440296097,3.51374013,0.000441845,0.005751735,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Macroalgae mimic
Porites,Turf mimic,Amansia,998dc390f28e174035d9a895ac58e0c7,11.64493777,-24.56251145,5.429967005,-4.523510259,6.08E-06,0.000315136,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Turf mimic,S punctatus,998dc390f28e174035d9a895ac58e0c7,11.64493777,19.99974033,5.434389059,3.680218717,0.000233034,0.002914969,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Porites,Amansia,Sargassum,998dc390f28e174035d9a895ac58e0c7,11.64493777,-24.69738666,5.429967005,-4.548349307,5.41E-06,0.000154303,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Amansia,Sargassum,2ca8ec42e731c456b9ec0e9bd2eab614,25.98959468,-5.337045148,1.692880071,-3.152642198,0.001618,0.024501142,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Amansia,S nigricans,2ca8ec42e731c456b9ec0e9bd2eab614,25.98959468,5.297414033,1.689844917,3.134852186,0.001719407,0.030841867,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Amansia,S nigricans,998dc390f28e174035d9a895ac58e0c7,11.64493777,24.83276531,5.429967005,4.573281069,4.80E-06,0.000176224,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Amansia
Porites,Amansia,S punctatus,de9398da6b44d4d49d760b6eb44b74fd,8.293177516,7.641777615,2.389047299,3.198671546,0.001380624,0.026633486,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Porites,Sargassum,S punctatus,998dc390f28e174035d9a895ac58e0c7,11.64493777,-20.13461555,5.434389059,-3.705037554,0.000211359,0.005333717,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Porites,Sargassum,S punctatus,de9398da6b44d4d49d760b6eb44b74fd,8.293177516,-7.8729508,2.38907708,-3.29539422,0.000982837,0.020077955,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Porites,S nigricans,S punctatus,998dc390f28e174035d9a895ac58e0c7,11.64493777,20.26999419,5.434389059,3.729949028,0.000191519,0.005674623,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S nigricans
Porites,Empty,S nigricans,03d159fdf49db0bc5bdb5224984df68d,9.966353269,21.53158708,2.485618973,8.662464886,4.62E-18,1.75E-16,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in Empty
Porites,Macroalgae mimic,S nigricans,03d159fdf49db0bc5bdb5224984df68d,9.966353269,22.1687951,2.482289477,8.930785594,4.23E-19,1.74E-17,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in Macroalgae mimic
Porites,Turf mimic,S nigricans,03d159fdf49db0bc5bdb5224984df68d,9.966353269,-22.79248864,2.48179473,-9.183873415,4.16E-20,2.03E-18,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in Turf mimic
Porites,Amansia,S nigricans,03d159fdf49db0bc5bdb5224984df68d,9.966353269,23.37796263,2.48108449,9.422477436,4.41E-21,1.69E-18,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in Amansia
Porites,Sargassum,S nigricans,03d159fdf49db0bc5bdb5224984df68d,9.966353269,18.61073279,2.514474829,7.401439287,1.35E-13,1.00E-11,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in Sargassum
Porites,S nigricans,S punctatus,03d159fdf49db0bc5bdb5224984df68d,9.966353269,19.43639067,2.496430294,7.785673295,6.93E-15,1.11E-12,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Higher in S nigricans
Porites,Empty,Sargassum,520d9654acf15b5b910295cb2f702ad9,20.96699726,4.776898263,1.718153031,2.780251919,0.005431674,0.04902258,d__Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375,Higher in Empty
Porites,Turf mimic,Sargassum,520d9654acf15b5b910295cb2f702ad9,20.96699726,5.544295632,1.717120588,3.228833007,0.001242965,0.015459371,d__Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375,Higher in turf mimic
Porites,Empty,S punctatus,0e23dce64b889f6bbaf9a02f81e81f48,579.894829,-2.678628201,0.947807951,-2.826129702,0.004711418,0.043656744,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Higher in S punctatus
Porites,Empty,Amansia,ab461f4b23949e0afb5f87444e326bb5,178.5550956,-4.234203558,1.379944701,-3.068386403,0.002152181,0.038589112,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea,Higher in Amansia
Porites,Empty,S punctatus,ab461f4b23949e0afb5f87444e326bb5,178.5550956,-4.061577573,1.379916118,-2.943351064,0.0032468,0.032134834,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea,Higher in S punctatus
Porites,Turf mimic,S nigricans,6a06c799d195c4d5e9411c60f645cff4,45.96945521,-2.937859909,1.059930604,-2.771747412,0.005575628,0.042374775,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Higher in Turf mimic
Porites,Macroalgae mimic,S nigricans,138bb24ee4bbf9fdff7e3ccfd2a94883,19.18671365,-8.049409086,2.432928139,-3.308527267,0.000937881,0.011408317,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Arthrospira_PCC-7345,Higher in S nigricans
Porites,Amansia,S nigricans,138bb24ee4bbf9fdff7e3ccfd2a94883,19.18671365,-9.115892742,2.439974539,-3.7360606,0.000186926,0.005109301,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Arthrospira_PCC-7345,Higher in S nigricans
Porites,Sargassum,S nigricans,138bb24ee4bbf9fdff7e3ccfd2a94883,19.18671365,-7.156952642,2.413468638,-2.965421854,0.003022681,0.042317538,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Arthrospira_PCC-7345,Higher in S nigricans
Porites,Empty,Sargassum,cbe7a472e16e4d01cd5c4c3891edce25,5.606330965,5.900884952,1.828770556,3.226695078,0.001252288,0.01576839,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,Higher in Empty
Porites,Turf mimic,Sargassum,cbe7a472e16e4d01cd5c4c3891edce25,5.606330965,5.219628907,1.831160178,2.850449114,0.004365754,0.04738827,d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,Higher in turf mimic
Porites,Empty,Macroalgae mimic,05d173274351916e1c631035b9649dca,8.446513444,16.9926651,3.190329732,5.326303713,1.00E-07,2.55E-06,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Empty
Porites,Empty,S punctatus,05d173274351916e1c631035b9649dca,8.446513444,17.15205793,3.190329732,5.376264953,7.60E-08,1.72E-06,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Empty
Porites,Macroalgae mimic,Turf mimic,05d173274351916e1c631035b9649dca,8.446513444,19.98002647,3.147532715,6.347837585,2.18E-10,4.83E-09,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Macroalgae mimic
Porites,Macroalgae mimic,Amansia,05d173274351916e1c631035b9649dca,8.446513444,-21.92679564,3.138677474,-6.985998344,2.83E-12,1.21E-10,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Amansia
Porites,Macroalgae mimic,Sargassum,05d173274351916e1c631035b9649dca,8.446513444,-23.77853015,3.13626032,-7.581810094,3.41E-14,1.95E-12,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Sargassum
Porites,Macroalgae mimic,S nigricans,05d173274351916e1c631035b9649dca,8.446513444,-21.53390987,3.138494447,-6.861222868,6.83E-12,2.20E-10,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in S nigricans
Porites,Turf mimic,Amansia,134ceed5c625d0f0c16e9ce64dfb2297,41.08732279,-8.327667421,2.522116538,-3.301856713,0.000960471,0.022749447,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Amansia
Porites,Turf mimic,S punctatus,05d173274351916e1c631035b9649dca,8.446513444,-20.1394193,3.147532715,-6.398478149,1.57E-10,4.66E-09,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Turf mimic
Porites,Amansia,Sargassum,134ceed5c625d0f0c16e9ce64dfb2297,41.08732279,-9.023959095,2.53024749,-3.566433374,0.000361873,0.00671274,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Amansia
Porites,Amansia,S punctatus,05d173274351916e1c631035b9649dca,8.446513444,-22.08618847,3.138677474,-7.036781781,1.97E-12,2.32E-10,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Amansia
Porites,Sargassum,S punctatus,05d173274351916e1c631035b9649dca,8.446513444,23.93792298,3.13626032,7.632632671,2.30E-14,1.97E-12,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in Sargassum
Porites,S nigricans,S punctatus,05d173274351916e1c631035b9649dca,8.446513444,-21.6933027,3.138494447,-6.912009267,4.78E-12,4.78E-10,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Higher in S nigricans
Porites,Empty,Macroalgae mimic,156df01fd041d64e8234c4a78a367a8b,23.76246595,20.96821799,2.927400784,7.162742494,7.91E-13,2.68E-11,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in Empty
Porites,Macroalgae mimic,Turf mimic,156df01fd041d64e8234c4a78a367a8b,23.76246595,20.36642166,2.929613633,6.951913873,3.60E-12,8.96E-11,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in Macroalgae mimic
Porites,Macroalgae mimic,Amansia,156df01fd041d64e8234c4a78a367a8b,23.76246595,-25.39681264,2.920867228,-8.694956209,3.47E-18,3.96E-16,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in Amansia
Porites,Macroalgae mimic,Sargassum,156df01fd041d64e8234c4a78a367a8b,23.76246595,-18.98873977,2.941178209,-6.456167705,1.07E-10,4.77E-09,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in Sargassum
Porites,Macroalgae mimic,S nigricans,156df01fd041d64e8234c4a78a367a8b,23.76246595,-20.90875982,2.925139165,-7.147953869,8.81E-13,2.97E-11,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in S nigricans
Porites,Macroalgae mimic,S punctatus,156df01fd041d64e8234c4a78a367a8b,23.76246595,-22.8764297,2.921815782,-7.829524997,4.90E-15,2.26E-13,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,Higher in S punctatus
Porites,Macroalgae mimic,Turf mimic,0b0d47c0fe54eaf32ce147b5c82bbebf,14.53775545,-6.381891996,1.867126731,-3.418028295,0.000630765,0.009655564,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus_Riegeria,Higher in Macroalgae mimic
Porites,Turf mimic,Sargassum,0b0d47c0fe54eaf32ce147b5c82bbebf,14.53775545,-7.076228453,1.866530985,-3.791112234,0.000149974,0.002356173,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus_Riegeria,Higher in Sargassum
Porites,Turf mimic,S nigricans,0b0d47c0fe54eaf32ce147b5c82bbebf,14.53775545,5.811843402,1.867818708,3.111567186,0.001860971,0.01720141,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus_Riegeria,Higher in S nigricans
Porites,Turf mimic,S punctatus,0b0d47c0fe54eaf32ce147b5c82bbebf,14.53775545,6.346522619,1.867065756,3.39919609,0.000675842,0.007413472,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus_Riegeria,Higher in S punctatus
Porites,Empty,Macroalgae mimic,3ae756ec0f1c49026386d93536cddf92,8.327896194,-34.705396,5.430472605,-6.390861076,1.65E-10,4.90E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher Macroalgae mimic
Porites,Empty,Amansia,98100bd4967ba7107432ea0e2f638324,109.2961308,15.00499937,3.713354684,4.040820403,5.33E-05,0.001743769,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Empty
Porites,Empty,Sargassum,3ae756ec0f1c49026386d93536cddf92,8.327896194,-30.81048149,5.437393471,-5.666406461,1.46E-08,3.59E-07,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Sargassum
Porites,Empty,S punctatus,3ae756ec0f1c49026386d93536cddf92,8.327896194,-34.11801221,5.430659619,-6.282480326,3.33E-10,1.03E-08,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Porites,Macroalgae mimic,Turf mimic,3ae756ec0f1c49026386d93536cddf92,8.327896194,-34.69263437,5.430472605,-6.388511074,1.68E-10,3.85E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Macroalgae mimic
Porites,Macroalgae mimic,Amansia,98100bd4967ba7107432ea0e2f638324,109.2961308,15.5646138,3.69846412,4.208399297,2.57E-05,0.000586384,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Macroalgae mimic
Porites,Macroalgae mimic,Amansia,3ae756ec0f1c49026386d93536cddf92,8.327896194,21.30873346,5.430146757,3.924154248,8.70E-05,0.001920384,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Macroalgae mimic
Porites,Macroalgae mimic,S nigricans,3ae756ec0f1c49026386d93536cddf92,8.327896194,35.15802909,5.430472605,6.474211666,9.53E-11,2.66E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Macroalgae mimic
Porites,Turf mimic,Amansia,98100bd4967ba7107432ea0e2f638324,109.2961308,17.04451086,3.683945441,4.626700133,3.72E-06,2.05E-04,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Turf mimic
Porites,Turf mimic,Sargassum,3ae756ec0f1c49026386d93536cddf92,8.327896194,-30.79771987,5.437393471,-5.664059449,1.48E-08,3.68E-07,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Sargassum
Porites,Turf mimic,S nigricans,8d3362e0114b30f5423f276cb3eac59f,64.43994336,8.822508936,2.621430345,3.365532466,0.000763961,0.008428212,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Porites,Turf mimic,S punctatus,8d3362e0114b30f5423f276cb3eac59f,64.43994336,8.465848678,2.621474293,3.229422734,0.001240404,0.0126344,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Porites,Turf mimic,S punctatus,3ae756ec0f1c49026386d93536cddf92,8.327896194,34.10525059,5.430659619,6.280130405,3.38E-10,9.65E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Porites,Amansia,Sargassum,3ae756ec0f1c49026386d93536cddf92,8.327896194,17.41381896,5.437067625,3.202796096,0.001361003,0.021953571,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Sargassum
Porites,Amansia,Sargassum,98100bd4967ba7107432ea0e2f638324,109.2961308,24.19334176,3.672030317,6.5885463,4.44E-11,2.56E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Sargassum
Porites,Amansia,S nigricans,98100bd4967ba7107432ea0e2f638324,109.2961308,-24.22061908,3.672016105,-6.596000232,4.22E-11,3.46E-09,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Porites,Amansia,S punctatus,3ae756ec0f1c49026386d93536cddf92,8.327896194,20.72134968,5.430333771,3.815851945,0.000135714,0.003302655,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Porites,Amansia,S punctatus,98100bd4967ba7107432ea0e2f638324,109.2961308,22.42085147,3.672172789,6.105609066,1.02E-09,6.04E-08,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Porites,Sargassum,S nigricans,3ae756ec0f1c49026386d93536cddf92,8.327896194,31.26311459,5.437393471,5.74965096,8.94E-09,3.90E-07,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in Sargassum
Porites,S nigricans,S punctatus,3ae756ec0f1c49026386d93536cddf92,8.327896194,34.57064531,5.430659619,6.365828046,1.94E-10,1.29E-08,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Porites,Macroalgae mimic,Turf mimic,2fb05caa3ebcf591e04f34a70b22373b,138.977494,-5.374543656,1.434045352,-3.747819865,0.000178378,0.002958107,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Macroalgae mimic
Porites,Turf mimic,Amansia,2fb05caa3ebcf591e04f34a70b22373b,138.977494,-6.88238661,1.433794236,-4.800121549,1.59E-06,0.000101118,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Amansia
Porites,Turf mimic,Sargassum,2fb05caa3ebcf591e04f34a70b22373b,138.977494,-4.402461735,1.434580635,-3.068814416,0.0021491,0.025157118,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Sargassum
Porites,Turf mimic,S nigricans,2fb05caa3ebcf591e04f34a70b22373b,138.977494,5.171712309,1.434071224,3.606314821,0.000310576,0.003913505,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in S nigricans
Porites,Turf mimic,S punctatus,2fb05caa3ebcf591e04f34a70b22373b,138.977494,6.544440341,1.433782432,4.564458454,5.01E-06,8.30E-05,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in S punctatus
Porites,Empty,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,20.23135159,2.644035494,7.651694403,1.98E-14,7.28E-13,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in Empty
Porites,Macroalgae mimic,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,24.45206125,2.62561707,9.312881734,1.24E-20,7.93E-19,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in Macroalgae mimic
Porites,Turf mimic,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,-20.65826859,2.637398121,-7.832821458,4.77E-15,2.00E-13,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in Turf mimic
Porites,Amansia,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,-19.85154722,2.647420811,-7.498447977,6.46E-14,8.56E-12,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in Amansia
Porites,Sargassum,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,23.13950942,2.62688391,8.80872936,1.27E-18,1.55E-16,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in Sargassum
Porites,S nigricans,S punctatus,5fa8ef987a8f94fa0ebba7964c14b8c9,10.08987717,-20.60648992,2.634369796,-7.822170581,5.19E-15,1.04E-12,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Higher in S nigricans
Porites,Empty,S nigricans,f01ed0fdeead063b0fb3a5009ca90aaa,3.115356162,5.543684919,2.016385296,2.749318263,0.005971937,0.045672273,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,Higher in Empty
Porites,Empty,Sargassum,001f7e6670234b92bcd4eb99dae57e38,363.6953805,2.719262008,0.835715123,3.253814526,0.001138666,0.015034608,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermopsis_CRJ1,Higher in Empty
Porites,Turf mimic,Sargassum,001f7e6670234b92bcd4eb99dae57e38,363.6953805,3.026279665,0.835649239,3.621471215,0.000292932,0.004372016,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermopsis_CRJ1,Higher in turf mimic
Porites,Turf mimic,S punctatus,001f7e6670234b92bcd4eb99dae57e38,363.6953805,-2.296556778,0.835091717,-2.750065329,0.005958338,0.047203281,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermopsis_CRJ1,Higher in Turf mimic
Porites,Sargassum,S nigricans,001f7e6670234b92bcd4eb99dae57e38,363.6953805,-2.482642074,0.835659398,-2.970877944,0.002969498,0.042317538,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermopsis_CRJ1,Higher in S nigricans
Porites,Empty,Macroalgae mimic,438dd80822fbf0e6816862a354c1711d,3.232191491,-46.22687863,3.865269958,-11.95954723,5.79E-33,5.16E-31,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Higher Macroalgae mimic
Porites,Empty,Turf mimic,438dd80822fbf0e6816862a354c1711d,3.232191491,-45.1891692,3.884592833,-11.63292297,2.80E-31,9.10E-29,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Higher in Turf mimic
Porites,Empty,Sargassum,438dd80822fbf0e6816862a354c1711d,3.232191491,-47.2629346,3.859230159,-12.24672607,1.75E-34,2.08E-32,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Higher in Sargassum
Porites,Empty,S nigricans,438dd80822fbf0e6816862a354c1711d,3.232191491,-47.542851,3.856940289,-12.3265717,6.52E-35,4.95E-33,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Higher in S nigricans
